,Industry,businessOverview,cleanGeo,cleanName,des,description,symbol,divDate,assetType,lastPrice,52WkHigh,52WkLow,low52,marketCap,dividendPayDate,beta,currentRatio,divGrowthRate3Year,divYield,dividendAmount,dividendDate,dividendPayAmount,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,ltDebtToEquity,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeTTM,sharesOutstanding,shortIntDayToCover,shortIntToFloat,totalDebtToCapital,totalDebtToEquity,totalVolume,vol10DayAvg,vol1DayAvg,vol3MonthAvg,volatility
2162,Chemicals,"CF Industries Holdings, Inc. manufactures and distributes nitrogen fertilizer, and other nitrogen products. The Companys nitrogen fertilizer products are ammonia, granular urea, urea ammonium nitrate solution UAN and ammonium nitrate AN. Its other nitrogen products include diesel exhaust fluid DEF, urea liquor, nitric acid and aqua ammonia, which are sold primarily to the Companys industrial customers, and compound fertilizer products nitrogen, phosphorus and potassium or NPKs. The Companys segments include ammonia, granular urea, UAN, AN and other. The Companys ammonia segment produces anhydrous ammonia ammonia, which is concentrated nitrogen fertilizer as it contains 82% nitrogen. The granular urea segment produces granular urea, which contains 46% nitrogen. The UAN segment produces urea ammonium nitrate solution. The Other segment includes DEF, urea liquor, nitric acid and NPKs. The Companys primary nitrogen fertilizer products are ammonia, granular urea, UAN and AN.",US,CF Industries Holdings,-,"CF Industries Holdings, Inc. Common Stock",CF,2022-08-12 00:00:00.000,EQUITY,105.64,113.485,43.185,43.185,20623.46,2022-08-31 00:00:00.000,1.06011,3.40747,0.0,1.55,1.6,2022-08-12 00:00:00.000,0.4,1.55,0.0,478.1969,391.0349,12.19267,58.74889,52.01299,113.485,37.58824,64.58924,39.51018,31.08574,52.2278,43.57712,4.59526,5.11749,8.48871,0.017751,2.03007,2.95442,24.83681,65.55201,34.98587,121.5703,199260535.0,0.0,0.0,28.28784,64.58924,1905674,1680980.0,1680980.0,62509390.0,0.0469
2163,-,-,-,iShares Core SP Total U.S. Stock Market ETF,"The Fund seeks investment results that correspond to the price and yield performance, before fees and expenses, of its Underlying Index. The Fund Advisor uses a quotpassivequot approach to try to achieve this. The Fund will invest at least 9% of its total assets in the securities of its Underlying Index.",iShares Core SP Total U.S. Stock Market ETF,ITOT,2022-06-09 00:00:00.000,ETF,91.99,108.15,80.39,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480461,2543404.0,1265930.0,36379360.0,0.031
2164,Freight  Logistics Services,"BEST Inc is a China-based holding company. The Company mainly conducts its business through its subsidiaries, variable interest entities VIEs and VIEs subsidiaries. The Company operates its business through five segments. The Supply Chain Management Services segment provides warehouse management, order fulfillment services and transportation services to its offline and online enterprise customers. The Express Delivery Services segment provides express services that comprise sorting, line-haul and feeder transportation services to its franchisee service stations. The Freight Delivery Services segment provides freight services that comprise sorting, line-haul and feeder transportation services mainly to its franchisees. The Store  Services segment deliveries the consumer goods to its convenience store membership customers. The Other Value-added Services segment principally relates to finance leasing services, cross-border logistic services and UCargo transportation services.",US,BEST,-,"BEST Inc. American Depositary Shares, each representing one Class A Ordinary Sha",BEST,,EQUITY,1.19,12.35,0.99,0.99,99.0108, ,0.62596,1.10746,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,0.0,107.2725,0.0,0.0,0.0,0.0,0.40081,0.0,0.0,0.0,0.06462,1.10302,0.0,0.0,0.0,25.7028,247738514.0,0.0,0.0,67.01665,219.7252,193261,205479.0,205480.0,6947440.0,0.4896
2165,Residential  Commercial REIT,"Brixmor Property Group Inc. is an internally managed real estate investment trust. The Company conducts its operations primarily through Brixmor Operating Partnership LP and subsidiaries collectively, the Operating Partnership.",US,Brixmor Property Group,-,Brixmor Property Group Inc. Common Stock,BRX,2022-10-03 00:00:00.000,EQUITY,22.46,27.19,19.42,19.42,6919.357,2022-10-17 00:00:00.000,1.51312,0.0,0.0,4.16,0.96,2022-10-03 00:00:00.000,0.24,4.16,0.0,50.08738,0.0,0.97908,74.91237,74.31326,27.19,2.39266,183.6779,28.67759,24.75795,37.32487,34.33364,2.46856,10.765,23.58336,0.470844,5.8133,0.0,3.50296,10.6702,3.72062,9.18701,299669016.0,0.0,0.0,64.74876,183.6779,1309207,1531732.0,1531730.0,41524580.0,0.0
2166,Biotechnology  Medical Research,"Incyte Corporation is a biopharmaceutical company focused on the discovery, development and commercialization of therapeutics. Its portfolio includes compounds in various stages, ranging from preclinical to late-stage development, and commercialized products, such as JAKAFI ruxolitinib and ICLUSIG ponatinib.",US,Incyte,-,Incyte Corporation - Common Stock,INCY,,EQUITY,73.97,84.86,61.91,61.91,16579.98, ,0.63807,3.91275,0.0,0.0,0.0, ,0.0,0.0,0.0,178.2009,7.33118,4.25027,95.03663,95.31714,84.86,10.17744,0.76271,17.71259,28.46023,27.91659,21.59678,4.04855,16.45642,17.53771,0.098415,4.99326,3.85394,20.49109,26.91994,24.74941,22.0502,222430635.0,0.0,0.0,0.83008,0.83703,1036135,1046358.0,1046360.0,29886490.0,0.0523
2167,Containers  Packaging,"WestRock Company is a multinational provider of paper and packaging solutions for consumer and corrugated packaging markets. The Company also develops real estate in the Charleston, South Carolina region. The Companys segments include Corrugated Packaging, Consumer Packaging, and Land and Development. The Corrugated Packaging segment consists of its containerboard mill and corrugated packaging operations, as well as its recycling operations. The Consumer Packaging segment consists of consumer mills, folding carton, beverage, merchandising displays, and partition operations. The Land and Development segment is engaged in the development and sale of real estate primarily in Charleston, South Carolina.",US,Westrock ,-,Westrock Company Common Stock,WRK,2022-08-11 00:00:00.000,EQUITY,40.7,54.78,38.2813,38.2813,10576.26,2022-08-24 00:00:00.000,1.04191,1.4605,0.0,2.4,1.0,2022-08-11 00:00:00.000,0.25,2.4,0.0,239.106,57.90866,3.50454,21.00476,18.89565,54.78,9.42857,66.63612,6.88081,4.43505,9.80488,6.30428,0.92306,4.38594,11.86746,0.049633,0.50497,0.90096,3.18663,8.06408,3.69353,15.54248,254298051.0,0.0,0.0,41.13401,70.02068,1031489,1416056.0,1416060.0,37560610.0,0.0311
2168,Passenger Transportation Services,"Azul SA is a Brazil-based company engaged in the provision of passenger transportation services. The Company primarily acts as an airline operator under the Azul brand name, providing scheduled flights between numerous cities in Brazil, including Sao Paulo, Brasilia, Rio de Janeiro, Belo Horizonte, Porto Alegre, Curitiba, Fortaleza and Salvador, among others. In addition, its air network comprises international routes to the Unites States, Europe and other Latin American countries. Through its travel package business, Azul Viagens, in addition to airfare, the Company offers accommodation, transfers, tours and vehicle rental. Its offer includes also Azul Cargo Express, a scheduled cargo transport service with airport-to-airport and door-to-door delivery. The Company owns several subsidiaries, such as Azul Linhas Aereas Brasileiras SA, which operates all of flight activities and TudoAzul SA, which manages loyalty program.",US,Azul S.A,-,Azul S.A. American Depositary Shares each representing three preferred shares,AZUL,,EQUITY,9.07,22.98,6.125,6.125,1038.058, ,1.33973,0.42152,0.0,0.0,0.0, ,0.0,0.0,0.0,32.21015,0.0,0.0,42.90155,49.21424,22.98,0.04944,0.0,0.0,0.0,3.47788,6.45834,0.0,0.0,0.0,0.0,0.3956,0.37302,0.0,0.0,0.0,123.5542,335612858.0,0.0,0.0,231.40349999999984,0.0,1529456,2099025.0,2099020.0,55178140.0,0.4988
2169,Biotechnology  Medical Research,"18 Life Sciences Corp., 18 Life Sciences formerly KBL Merger Corp. IV., is a research and development company. ",US,18 Life Sciences Corp,-,18 Life Sciences Corp. - Common Stock,ATNF,,EQUITY,0.831,6.96,0.79,0.79,35.81399, ,0.36915,0.66713,0.0,0.0,0.0, ,0.0,0.0,0.0,133.1167,111.5542,0.70536,0.0,0.0,6.96,0.0,0.08726,0.0,0.0,0.0,0.0,0.75802,0.0,1.34683,0.010118,0.0,0.0,40.07906299999998,104.7565,60.00992,0.0,34143823.0,0.0,0.0,2.11963,2.16553,1307594,130666.0,130670.0,5351430.0,0.4631
2170,Renewable Energy,"SunPower Corporation is a provider of distributed generation storage and energy services. The Company offers solar  storage solution. It offers Equinox residential market product, a solar platform utilizing alternating current AC panel architecture, and EnergyLink monitoring hardware to combine solar power production and energy management, allowing residential customers to complete the system installations and to ensure always-on connectivity so homeowners can access the data anytime, anywhere. The Company offers the SunPower InvisiMount residential mounting system in its product portfolio. It also offers Helix commercial market products. The Helix system is a pre-engineered, modular solution that combines its solar module technology with integrated plug-and-play power stations, cable management systems, and mounting hardware that is built to last and fast to install, enabling customers to scale the solar programs with minimal business disruption.",US,SunPower,-,SunPower Corporation - Common Stock,SPWR,,EQUITY,24.81,34.61,12.78,12.78,4341.876, ,2.11566,1.18658,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,19.50801,17.9181,34.61,0.0,13.96725,0.0,0.0,0.0,0.0,10.50424,0.0,0.0,0.0,2.94122,0.94017,0.0,0.0,0.0,32.0996,174092855.0,0.0,0.0,56.55278,131.9827,2749589,3097568.0,3097570.0,60594320.0,0.0466
2171,-,-,-,Alerian MLP ETF,"The Fund seeks investment results that correspond generally to the price and yield performance of its underlying index, the Alerian MLP Infrastructure Index. The Index is intended to give investors a means of tracking the overall performance of the United States energy infrastructure MLP asset class.",Alerian MLP ETF,AMLP,2022-08-11 00:00:00.000,ETF,39.79,42.18,30.04,,,,,,,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337414,1913641.0,2192470.0,63877620.0,0.0251
2172,Residential  Commercial REIT,"UDR, Inc. is a self-administered real estate investment trust. The Company owns, operates, acquires, renovates, develops, redevelops, disposes of and manages multifamily apartment communities generally located in various markets across the United States.",US,UDR,-,"UDR, Inc. Common Stock",UDR,2022-07-08 00:00:00.000,EQUITY,47.74,61.06,42.0,42.0,15866.0,2022-08-01 00:00:00.000,0.72999,0.0,0.0,3.11,1.52,2022-07-08 00:00:00.000,0.38,3.11,0.0,1102.457,0.0,0.47954,66.10071,65.28559,61.06,1.03491,134.1581,1.453,11.75945,13.74337,18.18207,4.14806,19.28988,101.8268,0.092364,11.29727,0.0,1.57916,4.56003,1.963,14.62549,324923275.0,0.0,0.0,53.05016,142.5854,1093840,1543000.0,1543000.0,42578540.0,0.0206
2173,-,-,-,iShares MSCI United Kingdom ETF,"The Fund seeks to track the investment results of the MSCI United Kingdom Index the quotUnderlying Indexquot, composed of UK equities. The Fund will at all times invest at least 9% of its assets in the securities of its Underlying Index and in depositary receipts representing securities in its Underlying Index.",iShares MSCI United Kingdom ETF,EWU,2022-06-09 00:00:00.000,ETF,30.3,35.087,28.16,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554015,2649485.0,2182980.0,68226900.0,0.011
2174,Metals  Mining,"MP Materials Corp., formerly Fortress Value Acquisition Corp., is a producer of rare earth materials. The Company owns and operates Mountain Pass, an industrial asset, which is an earth mining and processing site of scale in the Western Hemisphere. The Company is focused on producing Neodymium-Praseodymium NdPr. The Companys produced rare earth elements are critical inputs for the magnets that enable the mobility of electric vehicles, drones, defense systems, wind turbines, robotics and many other high-growth, advanced technologies.",US,MP Materials Corp,-,MP Materials Corp. Common Stock,MP,,EQUITY,34.51,60.19,27.48,27.48,6233.223, ,0.0,20.39204,0.0,0.0,0.0, ,0.0,0.0,0.0,2003.673,172.9826,1.30575,84.61153,83.16692,60.19,72.89291,57.79974,51.03649,49.25897,66.69871,63.29069,5.32419,22.84864,26.88876,0.01342,12.25365,12.182499,12.78691,24.12406,13.31852,90.2337,177534132.0,0.0,0.0,36.62854,57.79974,1464059,2227168.0,2227170.0,56519770.0,0.0672
2175,Insurance,"Aegon N.V. Aegon is an international life insurance, pensions and asset management company. The Companys segments include the Americas, which includes the United States, Mexico and Brazil the Netherlands the United Kingdom Central  Eastern Europe Spain  Portugal Asia, and Aegon Asset Management. It offers protection against mortality, morbidity and longevity risks, including traditional and universal life. It offers products with mortality, morbidity, and longevity risks, including traditional and universal life mortgages annuity products, and banking products. It offers individual protection products, such as annuities, term insurance, income protection and internationaloffshore bonds. It has activities in Hungary, Poland, Romania and Turkey. It offers life insurance marketed to high-net-worth individuals in Hong Kong and Singapore. It also offers investment products covering third-party customers, insurance-linked solutions.",Europe,AEGON N.V,-,AEGON N.V. Common Stock,AEG,2022-06-02 00:00:00.000,EQUITY,4.61,6.22,3.895,3.895,10070.55,2022-06-02 00:00:00.000,1.17009,0.0,0.0,4.04,0.19,2022-06-02 00:00:00.000,0.16451,4.04,0.0,0.0,0.0,0.20133,0.0,0.0,6.22,0.0,61.98542,0.0,0.0,0.0,0.0,0.50842,5.36133,23.59281,0.0,0.0,0.0,0.12058,1.82533,0.0,0.0,2112748407.0,0.0,0.0,37.98933,61.98542,2466429,2864199.0,2864200.0,84746570.0,0.0563
2176,Pharmaceuticals,"Hims  Hers Health, Inc., formerly Oaktree Acquisition Corp., is a telehealth platform that connects consumers to licensed healthcare professionals. The Company has designed and build a cloud-based technology, through which it offers a range of health and wellness products and services. Its platform helps customers to access medical care for numerous conditions related to mental health, sexual health, dermatology, primary care, and more. The Company has partnered with dermatology experts to offer access to formulated topical creams for customers experiencing acne and signs of premature aging, such as wrinkles. It offers telehealth solutions with combined access to a distributed provider network, digital prescriptions, cloud pharmacy, and consumer engagement strategies, all delivered through mobile and Web interfaces. The Companys Products include shampoo, conditioner, biotin gummies, anti-aging cream, vitamin c serum, acne cream and moisturizer.",US,Hims  Hers Health,-,"Hims  Hers Health, Inc. Class A Common Stock",HIMS,,EQUITY,6.0201,9.35,2.72,2.72,1238.676, ,0.0,4.78239,0.0,0.0,0.0, ,0.0,0.0,0.0,28.98653,76.12269,0.0,73.78645,74.48407,9.35,0.0,0.0,0.0,0.0,0.0,0.0,3.75683,0.0,0.0,0.0,3.86027,4.53202,0.0,0.0,0.0,513.3693,198758777.0,0.0,0.0,0.0,0.0,1697260,2283009.0,2283010.0,44716790.0,0.0574
2177,Electrical Utilities  IPPs,"Consolidated Edison, Inc. Con Edison is a holding company. The Company operates through its subsidiaries, which include Consolidated Edison Company of New York, Inc. CECONY, Orange and Rockland Utilities, Inc. OR, Con Edison Clean Energy Businesses, Inc. the Clean Energy Businesses and Con Edison Transmission, Inc. Con Edison Transmission. CECONYs principal business operations are its regulated electric, gas and steam delivery businesses. CECONY provides electricity, natural gas and steam to customers in New York City and Westchester County. ORs principal business operations are its regulated electric and gas delivery businesses. The Clean Energy Businesses develop, own and operate renewable and energy infrastructure projects and provide energy-related products and services to wholesale and retail customers. Con Edison Transmission, through its subsidiaries, invests in electric transmission facilities and gas pipeline and storage facilities.",US,Consolidated Edison,-,"Consolidated Edison, Inc. Common Stock",ED,2022-08-16 00:00:00.000,EQUITY,99.54,101.57,71.52,71.52,35653.23,2022-09-15 00:00:00.000,0.24602,0.88172,0.0,3.14,3.16,2022-08-16 00:00:00.000,0.79,3.14,0.0,38.61714,50.50357,4.56792,43.65256,49.77725,101.57,1.6681,109.6925,7.43777,10.08757,11.33236,17.21023,1.74595,10.00652,22.01221,0.570011,2.45833,0.81592,2.2861,8.06878,2.54287,12.07016,354582086.0,0.0,0.0,55.12296,124.2409,1597895,1165235.0,1165240.0,35575510.0,0.0324
2178,Construction Materials,"GCP Applied Technologies Inc. provides construction products and technologies that include admixtures and additives for concrete and cement, the VERIFI in-transit concrete management system, waterproofing products and specialty construction products. The Companys segments include Specialty Construction Chemicals SCC and Specialty Building Materials SBM. The Specialty Construction Chemicals segment produces concrete admixtures, which enhance the properties of concrete and other cementitious construction materials, cement additives, which improve the performance of Portland cement, the used construction material in the world, as well as in-transit concrete monitoring and management and specialty systems. The Specialty Building Materials SBM segment produces building envelope, residential and specialty construction products that protect structures from water, vapor transmission, air penetration and fire damage.",US,GCP Applied Technologies,-,GCP Applied Technologies Inc. Common Stock,GCP,,EQUITY,31.69,32.28,20.76,20.76,2353.884, ,0.76409,3.93464,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.17757,32.07899,32.35294,32.28,3.96296,54.16213,2.68256,1.33053,7.56334,5.04202,3.66235,40.51436,179.0843,0.0,2.35483,3.22328,0.93797,2.00031,1.11521,3.33919,74021514.0,0.0,0.0,35.02258,54.30216,608864,581582.0,581580.0,13187940.0,0.0129
2179,Investment Banking  Investment Services,"The Carlyle Group Inc., formerly The Carlyle Group L.P., is a diversified multi-product global alternative asset management firm. The Company advises on various investment funds and other investment vehicles that invests across a range of industries, geographies, asset classes and investment strategies, and seeks to deliver returns for its fund investors. The Company operates in four segments: Corporate Private Equity CPE, Real Assets, Global Credit and Investment Solutions. The Corporate Private Equity segment is comprised of the operations that advise a diverse group of funds that invest in buyout, middle market and growth capital transactions that focus on either a geography or a particular industry. The Real Assets segment is comprised of the operations that advise United States and international funds focused on real estate, infrastructure, energy and renewable energy transactions.",US,The Carlyle Group,-,The Carlyle Group Inc. - Common Stock,CG,2022-08-08 00:00:00.000,EQUITY,32.87,60.62,30.01,30.01,12126.06,2022-08-16 00:00:00.000,1.61497,0.0,0.0,3.87,1.3,2022-08-08 00:00:00.000,0.325,3.87,0.0,0.0,0.0,5.48989,73.83222,68.25693,60.62,53.35821,133.0388,23.72736,32.72243,30.8103,42.76007,2.02519,5.6754,6.11306,0.0,1.93417,0.0,9.98926,38.69693,14.29587,0.0,361324918.0,0.0,0.0,55.42164,133.5867,2133681,3619348.0,3619350.0,52343040.0,0.0339
2180,"Machinery, Equipment  Components","Hyliion Holdings Corp., formerly Tortoise Acquisition Corp., is a provider of electrified powertrain solutions for the commercial vehicle industry. The Company is focused on reducing the carbon intensity and greenhouse gas emissions GHG emissions of the transportation sector by providing electrified powertrain solutions for Class 8 commercial vehicles. The Companys offered solutions utilize its battery systems, control software and data analytics combined with fully integrated electric motors and power electronics, to produce electrified powertrain systems that either augment in the case of Hyliions Hybrid systems or fully replace in the case of the fully electric Hypertruck ERX system. Its Hypertruck ERX system are traditional diesel or natural gas fueled powertrains.",US,Hyliion,-,Hyliion Holdings Corp. Class A Common Stock,HYLN,,EQUITY,3.69,9.6068,2.69,2.69,678.7238, ,1.2004,27.5506015,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,15.69767,0.0,9.6068,0.0,0.0,0.0,0.0,0.0,0.0,1.3661,0.0,0.0,0.0,396.7431349999962,12.182499,0.0,0.0,0.0,0.0,174031735.0,0.0,0.0,0.0,0.0,1244918,1289138.0,1289140.0,32945870.0,0.1028
2181,-,-,-,SPDR SP Bank ETF,"The Fund seeks to replicate as closely as possible, before expenses, the total return of the KBW Bank Index. The Fund uses a passive management strategy designed to track the total return performance of the Bank Index.",SPDR SP Bank ETF,KBE,2022-06-21 00:00:00.000,ETF,49.71,60.6,42.57,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353591,1321702.0,2021200.0,68579300.0,0.021
2182,Biotechnology  Medical Research,Omeros Corporation is a commercial-stage biopharmaceutical company.,US,Omeros,-,Omeros Corporation - Common Stock,OMER,,EQUITY,5.13,16.57,1.855,1.855,368.2252, ,1.14787,5.00564,0.0,0.0,0.0, ,0.0,0.0,0.0,7.9416,17.3933,0.0,0.0,97.092895,16.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62730015.0,0.0,0.0,111.6106,0.0,927960,766981.0,766980.0,30173520.0,0.1107
2183,Hotels  Entertainment Services,"Yum China Holdings, Inc. is a restaurant company. The Companys segments include KFC, Pizza Hut Casual Dining, and All Other Segments, including Pizza Hut Home Service, East Dawning, Little Sheep and Taco Bell. As of December 31, 216, the Company had over 7,5 restaurants in China. Its restaurant base consists of various restaurant concepts. The Companys restaurants in each of its concept offer consumers the ability to dine in andor carry out food. In addition, KFC, Pizza Hut Casual Dining, Pizza Hut Home Service and East Dawning offer delivery service. KFC is the quick-service restaurant QSR brand. Pizza Hut Casual Dining is the casual dining restaurant CDR brand. As of December 31, 216, the Company had over 36 Pizza Hut Home Service units in over 5 cities in China. The Little Sheep concept specializes in Hot Pot cooking. East Dawning is a Chinese food QSR brand. Taco Bell is a QSR brand specializing in Mexican-style food.",US,Yum China Holdings,-,"Yum China Holdings, Inc. Common Stock",YUMC,2022-08-24 00:00:00.000,EQUITY,48.04,63.45,33.55,33.55,19787.01,2022-09-15 00:00:00.000,0.55285,2.12541,0.0,1.02,0.48,2022-08-24 00:00:00.000,0.12,1.02,0.0,0.0,0.0,1.76948,41.8703,41.01234,63.45,0.0,0.59733,3.94737,8.11119,4.93421,12.00083,3.03373,14.51725,26.6519,0.0,2.05238,1.96145,6.69578,11.63004,8.65858,0.27041,421430362.0,0.0,0.0,0.58543,0.6586,3712095,1779047.0,1779050.0,60715080.0,0.0182
2184,Biotechnology  Medical Research,"Ironwood Pharmaceuticals, Inc. is a biotechnology company.",US,Ironwood Pharmaceuticals,-,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",IRWD,,EQUITY,12.0,14.21,10.13,10.13,1828.047, ,1.03443,26.51841,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.99266,0.0,53.1418,14.21,29.76203,74.20972,38.13599,41.64692,57.23997,56.60324,3.42926,10.474,12.01821,0.0,4.39818,0.0,17.45921,33.14064,18.96737,0.63265,153231130.0,0.0,0.0,42.59792,74.20972,1446833,2056872.0,2056870.0,70410740.0,0.0365
2185,Pharmaceuticals,"Cronos Group Inc is a cannabinoid company. The Company is focused on cannabis research, technology and product development. The Companys portfolio includes PEACE NATURALS, COVE, Spinach, Lord Jones and PEACE. PEACE NATURALS a global wellness platform. The COVE and Spinach are adult-use brands. The Lord Jones and PEACE are hemp-derived cannabidiol CBD brands. The Companys segments include United States and Rest of World. The United States segment consists of the manufacture and distribution of hemp-derived CBD infused products. The Rest of World operating segment is involved in the cultivation, manufacture, and marketing of cannabis and cannabis-derived products for the medical and adult-use markets. The Companys subsidiaries include Cronos Israel G.S. Cultivations Ltd, Cronos Israel G.S. Manufacturing Ltd, Cronos Israel G.S. Store Ltd and Cronos Israel G.S. Pharmacies Ltd.",US,Cronos Group,-,Cronos Group Inc. - Common Share,CRON,,EQUITY,3.0,6.79,2.57,2.57,0.0, ,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375579171.0,0.0,0.0,0.0,0.0,1807370,2630491.0,0.0,0.0,0.1094
2186,Software  IT Services,"Baozun Inc is a holding company mainly providing e-commerce services. The Company helps brands execute their e-commerce strategies by selling their goods directly to customers online or by providing services to assist with their e-commerce operations. Its services cover all aspects of the e-commerce value chain, including information technology IT solutions, online store operation, digital marketing, customer service, warehousing and fulfillment services. The Company provides services for a range of brand partners, covering apparel and accessories, appliances, electronics, home and furnishings, food and health products, beauty and cosmetics, fast moving consumer goods, mother and baby products, as well as insurance and automobiles areas.",US,Baozun,-,Baozun Inc. - American Depositary Shares,BZUN,,EQUITY,8.57,25.05,5.41,5.41,571.2693, ,0.71629,2.33565,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,0.0,69.9785,67.41484,25.05,0.0,0.0,0.0,0.0,0.0,0.0,0.83327,0.0,0.0,0.0,0.41603,2.00369,0.0,0.0,0.0,0.123,195493754.0,0.0,0.0,21.3542,36.3058,452585,260190.0,260190.0,13330090.0,0.1089
2187,-,-,-,iShares U.S. Energy ETF,"The Fund seeks results that correspond generally to the price and yield performance, before fees and expenses, of the Dow Jones US Energy Sector Index. Uses a representative sampling strategy to try to track the Index. Component companies include oil companies and services, oil-major, oil-secondary and pipelines.",iShares U.S. Energy ETF,IYE,2022-06-09 00:00:00.000,ETF,43.2,49.309,24.49,,,,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788702,807145.0,856420.0,46984010.0,0.0319
2188,Food  Tobacco,"Lamb Weston Holdings, Inc. Lamb Weston, is a supplier of frozen potato, sweet potato, appetizer and vegetable products to restaurants and retailers around the world. The Companys segments include Global, Foodservice, Retail and Other. The Global segment includes operations associated with Lamb Westons business with large chain restaurant customers, whether those results are generated in the United States or abroad, as well as operations associated with retail and foodservice customers located outside of the United States and Canada. The Foodservice segment includes sales to a line of foodservice distribution customers in the United States and Canada. The Retail reporting segment includes sales to grocery, mass, club, and specialty retailers primarily in the United States. The Other segment includes the operations from Lamb Westons frozen vegetable business. It also includes the operations from Lamb Westons dairy business.",US,Lamb Weston Holdings,-,"Lamb Weston Holdings, Inc. Common Stock",LW,2022-08-04 00:00:00.000,EQUITY,81.26,83.29,49.71,49.71,11776.61,2022-09-02 00:00:00.000,0.5325,2.37391,0.0,1.2,0.98,2022-08-04 00:00:00.000,0.245,1.2,0.0,0.0,0.0,1.37835,22.04492,20.29813,83.29,7.97992,747.7947,7.69231,5.16236,11.79429,9.54158,32.74678,29.17168,59.44789,0.0,2.87311,1.55228,5.06875,47.77078,6.01829,11.65927,143748274.0,0.0,0.0,88.32767,756.7267,1076458,1038658.0,1038660.0,26474280.0,0.029
2189,Diversified Retail,"Etsy, Inc. Etsy operates a marketplace where people around the world connect, both online and offline, to make, sell and buy goods. The Company offers a range of seller services and tools that help entrepreneurs start, grow and manage their businesses. The Companys community includes Etsy sellers, Etsy buyers, Etsy employees, its partners and investors. As of December 31, 216, its platform connected 1.7 million active Etsy sellers and 28.6 million active Etsy buyers. Etsy sellers join its community to participate in its markets to express their creativity. Etsy sellers range from hobbyists to professional merchants, and have a range of personal and professional goals. Its supports a group of artists, makers, designers and collectors from around the world. Its services platform includes seller services, seller tools and education. The Companys seller services include Direct Checkout, Promoted Listings, Shipping Labels and Pattern by Etsy.",US,Etsy,-,"Etsy, Inc. - Common Stock",ETSY,,EQUITY,106.4,307.75,67.01,67.01,13548.42, ,1.87383,2.93447,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,2.79102,70.70403,70.71039,307.75,0.0,410.2574,12.49677,16.80071,12.40073,15.86044,23.33173,26.90597,38.34082,0.0,5.61251,0.0,11.75971,72.94002,13.42791,12.36234,126608897.0,0.0,0.0,80.42653,410.8955,2753340,3240991.0,3240990.0,85529450.0,0.069
2190,Chemicals,"Livent Corp is a lithium company. The Company is focused on producing performance lithium compounds. Its primary products include battery-grade lithium hydroxide, butyllithium and high purity lithium metal. Its produces lithium compounds for use in applications that have specific performance requirements, including battery-grade lithium hydroxide for use in high performance lithium-ion batteries. The Company also supplies butyl lithium, which is used as a synthesizer in the production of polymers and pharmaceutical products. It also supplies a range of specialty lithium compounds including high purity lithium metal, which is used in the production of lightweight materials for aerospace applications and non-rechargeable batteries.",US,Livent,-,Livent Corporation Common Stock,LTHM,,EQUITY,29.0,34.61,19.35,19.35,5121.757, ,2.02697,2.5961,0.0,0.0,0.0, ,0.0,0.0,0.0,873.2597,805.2476,0.53208,47.18793,37.62528,34.61,33.51852,18.84228,27.43484,18.36249,38.72885,26.05741,4.00106,38.36522,53.69493,0.061488,8.70011,1.5457,7.52288,10.40824,8.17299,68.82707,179270450.0,0.0,0.0,16.595,19.89688,2681283,4491733.0,4491730.0,80603830.0,0.0468
