Industry,businessOverview,cleanGeo,cleanName,des,description,symbol
Software  IT Services,"Zendesk, Inc. Zendesk is a software development company. The Zendesk family of products is built to work together to help organizations understand and manage customer relationships. All Zendesk products share a common interface and are being developed to support a shared services infrastructure and common customer data platform. Zendesks products are developed using agile software techniques, and are designed to incorporate and innovate on customer feedback obtained through beta and Early Access Programs EAPs. Its family of products includes Zendesk Support, Zendesk Chat, Zendesk Talk, Zendesk Help Center, Zendesk Message, Zendesk Explore and Zendesk Connect. Zendesks developer platform allows organizations to extend the functionality of its family of products and customize the experience for their employees and customers. Key components of Zendesks developer platform include Zendesk Embeddables, Zendesk application program interfaces APIs and Zendesk Applications.",US,Zendesk,-,"Zendesk, Inc. Common Stock",ZEN
Pharmaceuticals,"Evofem Biosciences, Inc. is a commercial-stage biopharmaceutical company. The Company is engaged in developing and commercializing products to address needs in womens sexual and reproductive health, including hormone-free, woman-controlled contraception and protection from sexually transmitted infections STIs.",US,Evofem Biosciences,-,"Evofem Biosciences, Inc. - Common Stock",EVFM
Software  IT Services,"Electronic Arts Inc. is a digital interactive entertainment company. The Company develops, markets, publishes and deliver games, content and services that can be played by consumers on a range of platforms, which include game consoles, personal computers PCs, mobile phones and tablets. The Companys games and services are based on a portfolio of intellectual property that includes brands, such as Battlefield, The Sims, Apex Legends, Need for Speed, Plants vs. Zombies, FIFA, Madden NFL and Star Wars. The Company markets and sells its games and services through retail channels and through digital distribution channels. The Companys PC games and additional content can be downloaded directly through its Origin online platform, as well as through third-party online download stores, such as Steam. Its mobile, tablet and PC free-to-download games and additional content are available through third-party application storefronts, such as the Apple Application Store and Google Play.",US,Electronic Arts,-,Electronic Arts Inc. - Common Stock,EA
Pharmaceuticals,"Takeda Pharmaceutical Company Limited is a Japan-based company mainly engaged in the pharmaceutical business. The Company is engaged in the research, development, manufacture and sale of pharmaceutical products, General medical products, quasi drugs and healthcare products in Japan and overseas. The Companys research and development functions are concentrated in four areas of oncology cancer, digestive system diseases, rare diseases and neurology neuropsychiatric diseases, as well as two business units of plasma fractionation products and vaccines. The Company is engaged in the improvement of pipelines at research and development centers located mainly in Japan and the United States.",Asia,Takeda Pharmaceutical ,-,Takeda Pharmaceutical Company Limited American Depositary Shares each represent,TAK
Software  IT Services,"Genius Sports Limited is a data, technology and commercial partner. The Company powers the global ecosystem connecting sports, betting and media. The Company offers digital sports content, technology and integrity services. Its technology is used in over 15 countries worldwide, allowing sports to capture, manage and distribute their live data and video, driving their digital transformation and enhancing their relationships with fans. The Company is partner with approximately 5 sports organizations. The Company also provides digital fan engagement products and free to play games.",Europe,Genius Sports Limited Ordinary Shares,-,Genius Sports Limited Ordinary Shares,GENI
Residential  Commercial REIT,"Simon Property Group, Inc. is a self-administered and self-managed real estate investment trust REIT.",US,Simon Property Group,-,"Simon Property Group, Inc. Common Stock",SPG
Oil  Gas,"SM Energy Company is an independent energy company. The Company is engaged in the acquisition, exploration, development and production of crude oil and condensate, natural gas and natural gas liquids in onshore North America. It operates in the exploration and production segment of the oil and gas industry within the United States. Its operations are concentrated in onshore operating areas in the United States, which include South Texas and Gulf Coast Region, Rocky Mountain Region and Permian Region. It has working interests in approximately 1,27 gross productive oil wells and approximately 1,882 gross productive gas wells. Its South Texas and Gulf Coast Region has both operated and non-operated Eagle Ford shale program. It has approximately 124, net acres in Divide County, North Dakota, and approximately 156, net acres in the Powder River Basin. Its Permian Region closed multiple transactions in the Midland Basin in west Texas acquiring approximately 62, net acres.",US,SM Energy ,-,SM Energy Company Common Stock,SM
Food  Tobacco,"Campbell Soup Company Campbell is a food company, which manufactures and markets food products. The Companys segments include Americas Simple Meals and Beverages, and Global Biscuits and Snacks. The Americas Simple Meals and Beverages segment includes the retail and food service channel businesses. Americas Simple Meals and Beverages segment includes the products, such as Campbells condensed and ready-to-serve soups Swanson broth and stocks Prego pasta sauces Pace Mexican sauces Campbells gravies, pasta, beans and dinner sauces Plum food and snacks V8 juices and beverages, and Campbells tomato juice. The Global Biscuits and Snacks segment includes Pepperidge Farm cookies, crackers, bakery and frozen products.",US,Campbell Soup ,-,Campbell Soup Company Common Stock,CPB
Banking Services,"UWM Holdings Corporation UWM, formerly Gores Holdings IV Inc, is a wholesale lender. The Company underwrites and provides closing documentation for residential mortgage loans originated by independent mortgage brokers, correspondents, small banks and local credit unions. It provides independent mortgage advisors, across all 5 states and in the District of Columbia. The Company offers its broker partners a direct access to a dedicated in-house account executive as well as their own teams of underwriters and closers. It also provides training, technology, marketing support and more to help its entrepreneurial partners. The Company partners with mortgage brokers, correspondents and financial institutions.",US,UWM,-,UWM Holdings Corporation Class A Common Stock,UWMC
Hotels  Entertainment Services,"McDonalds Corporation McDonalds operates and franchises McDonalds restaurants. The Companys restaurants serve a locally relevant menu of food and beverages. Its restaurants are owned and operated by independent local business owners. The Companys segments include United States U.S., International Operated Markets IOM and International Developmental Licensed Markets  Corporate IDL. The U.S. segment focuses on Companys menu and offerings, as well as delivery and digital platforms. Its IOM segment includes its operations in markets, such as Australia, Canada, France, Germany, Italy, the Netherlands, Russia, Spain and the United Kingdom. Its IDL segment includes its operations in markets, such as Latin America and Asia. Its digital offerings include drive thru, takeaway, delivery, curbside pick-up and dine-in.",US,McDonalds,-,McDonalds Corporation Common Stock,MCD
Investment Banking  Investment Services,"State Street Corporation is a financial holding company. The Company operates through two lines of business: Investment Servicing and Investment Management. The Company, through its subsidiary, State Street Bank and Trust Company State Street Bank, provides a range of financial products and services to institutional investors across the world. Investment servicing line of business performs functions, such as providing institutional investors with clearing, settlement and payment services. The Company operates investment management line of business through State Street Global Advisors SSGA. SSGA provides a range of investment management, investment research and investment advisory services to corporations, public funds and other investors. Its clients include mutual funds, collective investment funds and other investment pools, corporate and public retirement plans, insurance companies, foundations, endowments and investment managers.",US,State Street,-,State Street Corporation Common Stock,STT
Software  IT Services,"21Vianet Group, Inc. is a carrier-neutral Internet data center services provider. The Company hosts its customers servers and networking equipment and provides interconnectivity. The Company also provides managed network services to enable customers to deliver data across the Internet through its data transmission network and smart routing technology. The Company provides value-added services, such as content delivery network CDN services, virtual private network VPN services and last-mile wired broadband services. It offers public cloud services, private cloud and hybrid services. In addition, the Company also offers container-based data center service. The Companys service offerings include hosting and related services, and managed network services. The Company provides hosting and related services to house servers and networking equipment in its data centers and connects them through its data transmission network, and offers other hosting related value-added services.",US,21Vianet Group,-,"21Vianet Group, Inc. - American Depositary Shares",VNET
Office Equipment,"Xerox Holdings Corporation is a workplace technology company, building and integrating software and hardware for enterprises. The Company has capabilities in artificial intelligence AI, sensors and services for Internet of Things IoT, digital packaging, three-dimensional printing and Clean Technologies cleantech. Its segments are Xerox Services, Workplace Solutions and Graphic Communications and Production Solutions. Its Xerox Services includes a continuum of solutions and services that helps its customers optimize their print and communications infrastructure, apply automation and simplification to maximize productivity, and ensure security. Its Workplace Solutions segment is made up of two strategic product groups, Entry and Mid-Range, which share common technology, manufacturing and product platforms. Its Graphic Communications and Production Solutions High-End segment is designed for customers in the graphic communications, in-plant with high-volume printing requirements.",US,Xerox,-,Xerox Holdings Corporation Common Stock,XRX
Biotechnology  Medical Research,"Solid Biosciences Inc., formerly Solid Biosciences, LLC, is a life science company.",US,Solid Biosciences,-,Solid Biosciences Inc. - Common Stock,SLDB
Oil  Gas,"Vertex Energy, Inc. is an environmental services company. The Company recycles industrial waste streams and commercial chemical products. The Company is focused on recycling used motor oil and other petroleum by-products. The Company operates through three segments: Black Oil, Refining and Marketing, and Recovery segments. The Black Oil segment consists of the sale of petroleum products, including base oil and industrial fuels which consist of used motor oils, cutterstock and fuel oil generated by its facilities. The Refining and Marketing segment consists of the sale of pygas such as industrial fuels, which are produced at a third-party facility and distillates. The Recovery segment consists of the sale of ferrous and non-ferrous recyclable metals products that are recovered from manufacturing and consumption. It also includes tradingmarketing of group III base oils.",US,Vertex Energy,-,"Vertex Energy, Inc - Common Stock",VTNR
Electrical Utilities  IPPs,"American Electric Power Company, Inc. AEP is a public utility holding company. The service areas of the Companys public utility subsidiaries cover the states of Arkansas, Indiana, Kentucky, Louisiana, Michigan, Ohio, Oklahoma, Tennessee, Texas, Virginia and West Virginia. The Companys segments include Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation  Marketing. AEPs vertically integrated utility operations are engaged in the generation, transmission and distribution of electricity for sale to retail and wholesale customers. Transmission and Distribution Utilities segment consists of the transmission and distribution of electricity for sale to retail and wholesale customers. The AEP Transmission Holdco segment develops, constructs and operates transmission facilities. The Generation  Marketing segment conducts marketing, risk management and retail activities.",US,American Electric Power Company,-,"American Electric Power Company, Inc. - Common Stock",AEP
Automobiles  Auto Parts,"Electrameccanica Vehicles Corp is a Canada-based company engaged in automobiles and multi-utility vehicles business sector. The Company is dedicated to the design and manufacture of electric vehicles. The Company operates in two reportable business segments in Canada, Electric Vehicles and Custom build vehicles. Electric Vehicles segment includes development and manufacture of electric vehicles for mass markets. Custom build vehicles segment includes development and manufacture of high-end custom built vehicles. The Company has designed and built all-electric SOLO, a single-seater electric vehicle. It has also designed the Tofino, electric two seater roadster set.",US,Electrameccanica Vehicles Corp,-,Electrameccanica Vehicles Corp. Ltd. - Common Stock,SOLO
Healthcare Equipment  Supplies,"Avantor, Inc. is a global provider of mission critical products and services. Its products include materials and consumables, equipment and instrumentation, and services and specialty procurement. Materials and consumables includes chemicals and reagents, lab products and supplies, specialized formulated silicone materials, customized excipients, customized single-use assemblies, process chromatography resins and columns, analytical sample prep kits and education and microbiology and clinical trial kits. Equipment and instrumentation includes filtration systems, virus inactivation systems, incubators, analytical instruments, evaporators, ultra-low-temperature freezers, biological safety cabinets and critical environment supplies. Services and specialty procurement include onsite lab and production, clinical, equipment, procurement and sourcing, and biopharmaceutical material scale-up and development services.",US,Avantor,-,"Avantor, Inc. Common Stock",AVTR
Metals  Mining,"BHP Group PLC, formerly BHP Billiton Plc, is a global resources company. The Company is a producer of various commodities, including iron ore, metallurgical coal, copper and uranium. Its segments include Petroleum, Copper, Iron Ore and Coal. The Petroleum segment is engaged in the exploration, development and production of oil and gas. The Copper segment is engaged in mining of copper, silver, lead, zinc, molybdenum, uranium and gold. The Iron Ore segment is engaged in mining of iron ore. The Coal segment is engaged in mining of metallurgical coal and thermal energy coal. Its businesses include Minerals Australia, Minerals Americas, Petroleum and Marketing. It extracts and processes minerals, oil and gas from its production operations located primarily in Australia and the Americas. It manages product distribution through its global logistics chain, including freight and pipeline transportation.",Europe,BHP Group PlcSponsored ADR,-,BHP Group PlcSponsored ADR,BBL
Food  Drug Retailing,"Sysco Corporation Sysco is a distributor of food and related products primarily to the foodservice or food-away-from-home industry. The Company is engaged in selling, marketing and distributing food products to restaurants, healthcare and educational facilities, lodging establishments and other customers who prepare meals away from home. Its products also include equipment and supplies for the foodservice and hospitality industries. Its segments include U.S. Foodservice, International Foodservice, SYGMA and Other. The U.S. Foodservice segment distributes a line of food products, including custom-cut meat, seafood, specialty produce, specialty imports and a variety of non-food products. The International Foodservice segment includes operations in the Americas and Europe, which distribute a line of food products and a variety of non-food products. The SYGMA is the Companys United States customized distribution subsidiary. The Other segment includes its hotel supply operations.",US,Sysco,-,Sysco Corporation Common Stock,SYY
Residential  Commercial REIT,The Macerich Company is a self-administered and self-managed real estate investment trust REIT.,US,Macerich ,-,Macerich Company The Common Stock,MAC
Metals  Mining,"Sibanye-Stillwater Limited, formerly Sibanye Gold Limited, is an independent, global precious metal mining company. The Company is engaged in producing a mix of metals that includes gold and the platinum group metals PGMs. Its projects are grouped by two regions: the Southern Africa region and the Americas region. Its products include gold, platinum group metals and by-products. The Companys gold project in the Southern Africa region includes Beatrix, Cooke, Driefontein, and Kloof. Its PGM projects include Kroondal, Rustenburg operations, Mimosa, and Platinum Mile. Its other projects in the Southern Africa region include Burnstone, Kloof Decline, Driefontein decline, The West Rand Tailings Retreatment Project WRTRP and The Southern Free State SOFS project. The Companys PGM project in the Americas region includes East Boulder, Stillwater, and Columbus Metallurgical Complex. Its other projects in the Americas region include Blitz, Altar and Marathon.",Global (Other),DBA Sibanye-Stillwater Limited ADS,-,DBA Sibanye-Stillwater Limited ADS,SBSW
Food  Tobacco,"BRF S.A. is a multinational Brazilian company that owns a diverse portfolio of products and is a producer of foods. The Companys segments include Brazil, Latin America LATAM, Middle East and North of Africa MENA, Africa and Other Segments. These segments include sales of all distribution channels and operations subdivided in to poultry, pork and other, processed, and other sales. The poultry operations include the production and sale of whole poultry and in-natura cuts. The pork and other operations involve the production and sale of in-natura cuts. The processed operations include the production and sale of processed foods, frozen and processed products derived from poultry, pork and beef, margarine, vegetable and soybean-based products. The other sales operations include the commercialization of flour for food service and others. Other segments include sale of in-natura beef cuts, agricultural products and animal feed.",US,BRF S.A.,-,BRF S.A.,BRFS
-,-,-,SPDR Series Trust SPDR Portfolio SP 5 Value ETF,"The Fund seeks to approximate the investment results, before expenses, of the Dow Jones Large Cap Value Index. When possible will generally invest in component stocks of the Index in proportion to their Index weightings.",SPDR Series Trust SPDR Portfolio SP 5 Value ETF,SPYV
Oil  Gas,"Ovintiv Inc is a resource company. The Company is focused on developing its multi-basin portfolio of oil and natural gas assets located in the United States and Canada. The Companys operations also include the marketing of oil, natural gas liquids NGLs and natural gas. The Company operates through segments such as USA Operations, Canadian Operations and Market Optimization. The USA Operations include the exploration for, development of, and production of oil, NGLs, natural gas and other related activities within the United States. Its Canadian operations include Montney in northeast British Columbia and northwest Alberta. The Market Optimization activities are responsible for the sale of the Companys production to third party customers.",US,Ovintiv,-,Ovintiv Inc. DE,OVV
Homebuilding  Construction Supplies,"Builders FirstSource, Inc. is a supplier and manufacturer of building materials, manufactured components and construction services to professional contractors, sub-contractors, remodelers and consumers. The Companys operating segments include Northeast, Southeast, South and West. As of December 31, 216, it operated at 4 locations in 4 states across the United States. It offers an integrated solution to its customers providing manufacturing, supply and installation of a range of structural and related building products. Its manufactured products include factory-built roof and floor trusses, wall panels and stairs, vinyl windows, custom millwork and trim, as well as engineered wood that it designs, cuts and assembles for each home. It assembles interior and exterior doors into pre-hung units. Additionally, it supplies customers with offering of professional grade building products, such as dimensional lumber and lumber sheet goods, and various window, door and millwork lines.",US,Builders FirstSource,-,"Builders FirstSource, Inc. Common Stock",BLDR
-,-,-,SPDR Series Trust SPDR Homebuilders ETF,"The Fund seeks to replicate as closely as possible, before expenses, the performance of an index derived from the homebuilding segment of a U.S. total market composite index. The Fund employs a passively managed strategy designed to track the total return performance of the SampP Homebuilders Select Industry Index.",SPDR Series Trust SPDR Homebuilders ETF,XHB
Software & IT Services,"Toast, Inc. is a cloud-based, end-to-end technology platform purpose-built for the restaurant community. The CompanyÕs platform provides a suite of software as a service (SaaS), products, financial technology solutions including integrated payment processing, restaurant-grade hardware, and a broad ecosystem of third-party partners. The Company provide customers with a single platform that gives them the tools and features they need to run their business across point of sale (POS), restaurant operations, digital ordering and delivery, marketing and loyalty, and team management. This suite of software and hardware products is integrated with financial technology solutions, which includes payment processing and other products. The Company serves as the restaurant operating system, connecting front of house and back of house operations across dine-in, takeout, and delivery channels. It operates approximately 48,000 restaurant locations.",US,Toast,-,-,TOST
Biotechnology  Medical Research,MannKind Corporation is a biopharmaceutical company.,US,MannKind,-,MannKind Corporation - Common Stock,MNKD
Hotels  Entertainment Services,"TripAdvisor, Inc. is an online travel company that owns and operates a portfolio of online travel brands. TripAdvisor, the Companys brand, is a travel site. The Company operates through two segments: Hotel and Non-Hotel. The Companys platform also enables users to compare real-time pricing and availability for these experiences, as well as to book hotels, flights, cruises, vacation rentals, tours, activities and attractions, and restaurants, on either a TripAdvisor site or application, or a travel partner site or application. The Companys TripAdvisor-branded Websites included tripadvisor.com in the United States and localized versions of the TripAdvisor Website in 48 markets and 28 languages around the world. It manages and operates a portfolio of travel media brands and businesses, operating under various Websites.",US,TripAdvisor,-,"TripAdvisor, Inc. - Common Stock",TRIP
Pharmaceuticals,"Corcept Therapeutics Incorporated is a pharmaceutical company engaged in the discovery, development and commercialization of drugs for the treatment of severe metabolic, psychiatric and oncologic disorders.",US,Corcept Therapeutics,-,Corcept Therapeutics Incorporated - Common Stock,CORT
Software  IT Services,"Splunk Inc. Splunk is engaged in the development and marketing of software solutions. The Companys offerings enable users to collect, index, search, explore, monitor and analyze data. Its offerings address diverse data sets that are referred to as big data and are specifically used for machine data. Machine data is produced by various software application and electronic devices in an organization and contains a definitive, time-stamped record of various activities, such as transactions, customer and user activities and security threats. Its products help users in various roles, including information technology IT, security and business professionals, to analyze their machine data and achieve real-time visibility into and intelligence about their organizations operations. In addition, the Company offers user behavioral analytics to help detect, respond to and mitigate advanced, hidden and insider threats. The Company offers Splunk Enterprise, which is a machine data platform.",US,Splunk,-,Splunk Inc. - Common Stock,SPLK
Software  IT Services,"VMware, Inc. is an information technology IT company. The Company is engaged in development and application of virtualization technologies with x86 server-based computing, separating application software from the underlying hardware. It offers various products, which allow organizations to manage IT resources across private clouds and multi-cloud, multi-device environments. Its products and technology solutions include multi-cloud, virtual cloud networking, digital workspace, application modernization and intrinsic security solutions. Its multi-cloud solution provides infrastructure products and services to customers to create a common operating environment. virtual cloud networking and security solutions delivers software-based capabilities for switching, routing, firewalling, load balancing and service mesh for enterprise and telecommunication environments. The digital workspace offerings enable its customers to securely deliver access to applications and data for their end users.",US,Vmware,-,"Vmware, Inc. Common stock, Class A",VMW
Hotels  Entertainment Services,"Caesars Entertainment, Inc. is a gaming and hospitality company that owns and operates gaming facilities. Its principal operating activities are reported through geographic regions and reportable segments, including West, Midwest, South, East and Central. The West segment includes Silver Legacy Resort Casino, and Tropicana Laughlin Hotel and Casino. The Midwest segment includes Isle Casino Waterloo and Isle Casino Bettendorf. The South segment includes Isle Casino Racing Pompano Park, Isle of Capri Casino Lula, Isle of Capri Casino Hotel Lake Charles, Trop Casino Greenville, and Belle of Baton Rouge Casino and Hotel. The East segment includes Presque Isle Downs and Casino, ldorado Gaming Scioto Downs, and Tropicana Casino and Resort. The Central segment includes Tropicana Evansville, Lumiere Place Casino and Grand Victoria Casino.",US,Caesars Entertainment,-,"Caesars Entertainment, Inc. - Common Stock",CZR
Healthcare Providers  Services,"Brookdale Senior Living Inc. operates senior living communities in the United States. The Company operates independent living, assisted living and dementia-care communities, and continuing care retirement centers CCRCs. It operates through five segments: Retirement Centers Assisted Living CCRCs-Rental Brookdale Ancillary Services and Management Services. The Retirement Centers segment includes owned or leased communities for middle to upper income seniors. The Assisted Living segment includes owned or leased communities that offer housing and round the clock assistance with activities of daily life to mid-acuity frail and elderly residents. The CCRCs-Rental segment includes leased communities that offer living arrangements to accommodate physical ability and health. The Brookdale Ancillary Services segment includes outpatient therapy, home health and hospice services, as well as education and wellness programs. The Management Services segment includes communities operated by it.",US,Brookdale Senior Living,-,Brookdale Senior Living Inc. Common Stock,BKD
Diversified Retail,"Dollar Tree, Inc. is an operator of discount variety stores. As of January 28, 217, the Company operated 14,334 stores in 48 states and the District of Columbia, and five Canadian provinces. Its segments include Dollar Tree and Family Dollar. The Dollar Tree segment is the operator of discount variety stores offering merchandise at a fixed price. The Family Dollar segment operates a chain of general merchandise retail discount stores providing consumers with a selection of merchandise in neighborhood stores. Its stores operate under the names of Dollar Tree, Family Dollar and Dollar Tree Canada. As of January 28, 217, the Dollar Tree segment included 6,36 stores operating under the Dollar Tree and Dollar Tree Canada brands, 11 distribution centers in the United States and two in Canada and a Store Support Center in Chesapeake, Virginia, and 11 distribution centers and a Store Support Center in Matthews, North Carolina under the Family Dollar brand.",US,Dollar Tree,-,"Dollar Tree, Inc. - Common Stock",DLTR
Residential  Commercial REIT,"The GEO Group, Inc. is a real estate investment trust REIT. The Company specializes in the ownership, leasing and management of correctional, detention and re-entry facilities and the provision of community-based services and youth services in the United States, Australia, South Africa and the United Kingdom.",US,Geo Group,-,Geo Group Inc The REIT,GEO
Residential  Commercial REIT,"Sunstone Hotel Investors, Inc operates as a self-managed and self-administered real estate investment trust REIT. The Company owns urban, resort and destination upper upscale hotels, and the upper upscale segment of the lodging market. The Company operates through hotel ownership segment.",US,Sunstone Hotel Investors,-,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",SHO
Software  IT Services,"Match Group Inc is providing dating products through its portfolio companies which are available globally. The Companys portfolio of brands includes Tinder, Match, Meetic, OkCupid, Hinge, Pairs, PlentyOfFish, and OurTime, and other brands which are designed for users to find a connection. Through its portfolio companies and their brands, the Company provide tailored products and enables connections across the spectrum of age, gender and dating goals. Its products are available in over 4 languages to users all over the world.",US,Match Group,-,"Match Group, Inc. - Common Stock",MTCH
Specialty Retailers,"Party City Holdco Inc. is a holding company. The Company owns PC Nextco Holdings, LLC PC Nextco, which owns PC Intermediate Holdings, Inc. PC Intermediate. PC Intermediate owns Party City Holdings Inc. PCHI. PCHI or its direct or indirect subsidiaries conduct all of its operating businesses. The Company operates through two segments: Retail and Wholesale. Its retail operations generate revenue primarily through the sale of its Amscan, Designware, Anagram and Costumes USA party supplies through its Party City stores, Halloween City stores and PartyCity.com. Its wholesale revenues are generated from the sale of party goods for all occasions, including paper and plastic tableware, accessories and novelties, costumes, metallic and latex balloons and stationery.",US,Party City Holdco,-,Party City Holdco Inc. Common Stock,PRTY
Metals  Mining,"Nucor Corporation is a United States-based steel products company. The Company is a manufacturer of steel and steel products. It produces direct reduced iron DRI for use in its steel mills. The Company also processes ferrous and nonferrous metals and brokers ferrous and nonferrous metals, pig iron, hot briquetted iron HBI. It manufactures a range of steel products, including concrete reinforcing bars, hot-rolled bars, rounds, light shapes, structural angles, channels, wire rod and highway products in carbon and alloy steels. The Company also produces hot-rolled, cold-rolled and galvanized sheet steel to customers specifications.",US,Nucor,-,Nucor Corporation Common Stock,NUE
"Computers, Phones  Household Electronics","Switch, Inc. is a technology infrastructure company. The Company is developer and operator of the SUPERNAP, data center facilities, and provides colocation, telecommunications, cloud services, and content ecosystems. The Company designs, constructs and operates hyperscale data centers that address the growing challenges facing the data center industry. The Companys patented technologies include 1% hot aisle containment rows, exterior wall penetrating multi-mode HVAC units, hot and cold containment segregation structure, redundant data center roofing system, multi-system power containers, data center infrastructure management system DCIM.",US,Switch,-,"Switch, Inc. Class A Common Stock",SWCH
Metals  Mining,"McEwen Mining Inc. is a mining and minerals production and exploration company. The Company is focused on precious and base metals in Argentina, Mexico and the United States. The Companys segments include Mexico, Minera Santa Cruz S.A. MSC, Nevada and Los Azules. The Mexico Operations segment includes properties, such as El Gallo 1 mine and the El Gallo 2 project. The MSC segment includes properties, such as the San Jose mine and other concessions located around the mine. The Companys properties in Nevada segment include Gold Bar project and exploration properties. The Gold Bar project is a proposed mine project. The Los Azules segment includes various properties, such as Los Azules project, Chonchones project, Laganoso project, La Cerrada project and Other Argentina properties. The Los Azules copper project is an advanced-stage porphyry copper exploration project located in the cordilleran region of San Juan Province, Argentina near the border with Chile.",US,McEwen Mining,-,McEwen Mining Inc. Common Stock,MUX
Software  IT Services,"Waitr Holdings Inc., formerly Landcadia Holdings, Inc., operates an online food ordering and delivery platform. The companys platform connects local restaurants to diners in the southeast United States. Its platform allows users to discover, order and receive food from local restaurants and national chains. As of September 3, 218, it had over 7,7 restaurant partners in over 235 cities in the Southeast United States.",US,Waitr Holdings,-,Waitr Holdings Inc. - Common Stock,WTRH
Banking Services,"Capital One Financial Corporation is a diversified financial services holding company. The Company, along with its subsidiaries, offers a range of financial products and services to consumers, small businesses and commercial clients through digital channels, branches, cafes and other distribution channels. The Companys segments include Credit Card, Consumer Banking and Commercial Banking. The Credit Card segment consists of its domestic consumer and small business card lending, and the international card lending businesses in Canada and the United Kingdom. The Consumer Banking segment consists of its deposit gathering activities for consumers and small businesses and national auto lending. The Commercial Banking consists of its lending, deposit gathering, capital markets and treasury management services to commercial real estate, and commercial and industrial customers.",US,Capital One Financial,-,Capital One Financial Corporation Common Stock,COF
Water Utilities,"Companhia de Saneamento Basico do Estado de Sao Paulo SABESP is a water and sewage service provider. The Company provides water and sewage services to a range of residential, commercial, industrial and governmental customers in over 36 municipalities in the state of Sao Paulo, including the city of Sao Paulo. The Companys segments include Water and Sewage. The Company also supplies treated water on a wholesale basis to approximately 1 municipalities located in the Sao Paulo metropolitan region and urban conurbations. The Companys activities comprise water supply, sanitary sewage services, urban rainwater management and drainage services, urban cleaning services, solid waste management services and related activities, including the planning, operation, maintenance and commercialization of energy, and the commercialization of services, products, benefits and rights that directly or indirectly arise from its assets, operations and activities.",US,Companhia de saneamento Basico Do Estado De Sao Paulo,-,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Deposita,SBS
Diversified Retail,"Amazon.com, Inc. offers a range of products and services through its Websites. The Companys products include merchandise and content that it purchases for resale from vendors and those offered by third-party sellers. It also manufactures and sells electronic devices, including Kindle, Fire tablet, Fire TV, Echo, Ring, and other devices and it develops and produce media content. It operates through three segments: North America, International and Amazon Web Services AWS. AWS offers a set of technology services, including compute, storage, database, analytics, and machine learning. In addition, the Company provides services, such as advertising to sellers, vendors, publishers, authors, and others, through programs such as sponsored ads, display, and video advertising. It also offers Amazon Prime, a membership program that includes free shipping, access to streaming of various movies and television TV episodes, including Amazon Original content.",US,Amazon.com,-,"Amazon.com, Inc. - Common Stock",AMZN
Pharmaceuticals,"Seelos Therapeutics, Inc., formerly Apricus Biosciences, Inc., is a clinical-stage biopharmaceutical company. The Company is focused on developing technologies and therapeutics for the treatment of central nervous system, respiratory disorders.",US,Seelos Therapeutics,-,"Seelos Therapeutics, Inc. - Common Stock",SEEL
Automobiles  Auto Parts,"Stellantis N.V., formerly Fiat Chrysler Automobiles N.V., is an automaker and a mobility provider based in the Netherlands. The Company is engaged in designing, engineering, manufacturing, distributing and selling vehicles, components and production systems. The Company has industrial operations in more than 3 countries and sells its vehicles directly or through distributors and dealers in more than 13 countries. It designs, engineers, manufactures, distributes and sells vehicles for the mass-market under the Abarth, Alfa Romeo, Chrysler, Dodge, Fiat, Fiat Professional, Jeep, Lancia and Ram brands. In addition, the Company designs, manufactures, distributes and sells luxury vehicles under the Maserati brand. The Companys brand portfolio also includes Peugeot, Citroen, DS Automobiles, Opel and Vauxhall. It offers a wide variety of vehicle choices from luxury, premium and mainstream passenger vehicles to pickup trucks, sport utility vehicle SUVs and light commercial vehicles.",Europe,Stellantis N.V,-,Stellantis N.V. Common Shares,STLA
Homebuilding  Construction Supplies,"D.R. Horton, Inc. is a homebuilding company. The Company has operations in 96 markets in 3 states across the United States. The Companys segments include its homebuilding, Forestar, financial services and other business activities. The homebuilding divisions are primarily engaged in the acquisition and development of land and the construction and sale of residential homes. The Companys 55 homebuilding divisions are aggregated into six segments: East Region, South Central Region, Midwest Region, West Region, Southwest Region and Southeast Region. The Forestar segment is a residential lot development company with operations in 55 markets across 22 states. The financial services segment provides mortgage financing and title agency services to homebuyers. The Company has subsidiaries that conduct insurance-related operations construct and own income-producing rental properties own non-residential real estate, such as ranch land, and own and operate oil and gas-related assets.",US,D.R,-,"D.R. Horton, Inc. Common Stock",DHI
-,-,-,ProShares UltraShort Russell2,"The Fund seeks daily investment results, before fees and expenses, that correspond to twice 2% the inverse opposite of the daily performance of the Russell 2 Index.",ProShares UltraShort Russell2,TWM
Pharmaceuticals,"Amgen Inc. is a biotechnology company. The Company discovers, develops, manufactures and delivers various human therapeutics. ",US,Amgen,-,Amgen Inc. - Common Stock,AMGN
